"index","id","fk_product","fk_package"
7068,"product_2417_packaging_3","product_2417","packaging_3"
7069,"product_31843_packaging_4","product_31843","packaging_4"
7070,"product_2414_packaging_6","product_2414","packaging_6"
7071,"product_2392_packaging_6","product_2392","packaging_6"
7072,"product_2381_packaging_2","product_2381","packaging_2"
7073,"product_2385_packaging_6","product_2385","packaging_6"
7074,"product_2386_packaging_3","product_2386","packaging_3"
7075,"product_2405_packaging_6","product_2405","packaging_6"
7076,"product_2391_packaging_6","product_2391","packaging_6"
7077,"product_2397_packaging_6","product_2397","packaging_6"
7078,"product_2422_packaging_6","product_2422","packaging_6"
7079,"product_2376_packaging_12","product_2376","packaging_12"
7080,"product_2382_packaging_12","product_2382","packaging_12"
7081,"product_29205_packaging_12","product_29205","packaging_12"
7083,"product_2394_packaging_4","product_2394","packaging_4"
7084,"product_2390_packaging_6","product_2390","packaging_6"
7085,"product_2408_packaging_6","product_2408","packaging_6"
7086,"product_31844_packaging_12","product_31844","packaging_12"
7087,"product_2437_packaging_6","product_2437","packaging_6"
7088,"product_2418_packaging_12","product_2418","packaging_12"
7089,"product_2420_packaging_6","product_2420","packaging_6"
7090,"product_2443_packaging_6","product_2443","packaging_6"
7091,"product_31845_packaging_12","product_31845","packaging_12"
7092,"product_2432_packaging_6","product_2432","packaging_6"
7093,"product_2426_packaging_6","product_2426","packaging_6"
7094,"product_9155_packaging_12","product_9155","packaging_12"
7095,"product_2410_packaging_6","product_2410","packaging_6"
7096,"product_2445_packaging_6","product_2445","packaging_6"
7097,"product_2428_packaging_6","product_2428","packaging_6"
7098,"product_2415_packaging_4","product_2415","packaging_4"
7099,"product_2439_packaging_6","product_2439","packaging_6"
7100,"product_665_packaging_12","product_665","packaging_12"
7101,"product_2435_packaging_3","product_2435","packaging_3"
7102,"product_2424_packaging_6","product_2424","packaging_6"
7103,"product_2416_packaging_6","product_2416","packaging_6"
7104,"product_2425_packaging_6","product_2425","packaging_6"
7105,"product_2457_packaging_6","product_2457","packaging_6"
7106,"product_4047_packaging_6","product_4047","packaging_6"
7107,"product_2441_packaging_6","product_2441","packaging_6"
7109,"product_32654_packaging_14","product_32654","packaging_14"
7110,"product_2456_packaging_6","product_2456","packaging_6"
7112,"product_2434_packaging_6","product_2434","packaging_6"
7113,"product_2453_packaging_6","product_2453","packaging_6"
7114,"product_2446_packaging_6","product_2446","packaging_6"
7115,"product_2452_packaging_6","product_2452","packaging_6"
7116,"product_2460_packaging_6","product_2460","packaging_6"
7117,"product_2436_packaging_6","product_2436","packaging_6"
7118,"product_2461_packaging_6","product_2461","packaging_6"
7119,"product_2473_packaging_6","product_2473","packaging_6"
7120,"product_2463_packaging_4","product_2463","packaging_4"
7121,"product_2464_packaging_6","product_2464","packaging_6"
7122,"product_2450_packaging_12","product_2450","packaging_12"
7123,"product_2447_packaging_12","product_2447","packaging_12"
7124,"product_31846_packaging_12","product_31846","packaging_12"
7125,"product_2467_packaging_6","product_2467","packaging_6"
7126,"product_2465_packaging_6","product_2465","packaging_6"
7127,"product_2462_packaging_6","product_2462","packaging_6"
7128,"product_2466_packaging_4","product_2466","packaging_4"
7129,"product_2469_packaging_6","product_2469","packaging_6"
7130,"product_2459_packaging_6","product_2459","packaging_6"
7131,"product_2438_packaging_6","product_2438","packaging_6"
7133,"product_2454_packaging_6","product_2454","packaging_6"
7135,"product_2501_packaging_6","product_2501","packaging_6"
7136,"product_2474_packaging_6","product_2474","packaging_6"
7138,"product_2472_packaging_6","product_2472","packaging_6"
7139,"product_2488_packaging_6","product_2488","packaging_6"
7140,"product_29206_packaging_12","product_29206","packaging_12"
7141,"product_2487_packaging_6","product_2487","packaging_6"
7142,"product_2510_packaging_6","product_2510","packaging_6"
7143,"product_2479_packaging_6","product_2479","packaging_6"
7144,"product_2476_packaging_6","product_2476","packaging_6"
7145,"product_2507_packaging_6","product_2507","packaging_6"
7146,"product_2504_packaging_6","product_2504","packaging_6"
7147,"product_2478_packaging_6","product_2478","packaging_6"
7148,"product_1451_packaging_12","product_1451","packaging_12"
7149,"product_2483_packaging_6","product_2483","packaging_6"
7150,"product_2471_packaging_6","product_2471","packaging_6"
7151,"product_2481_packaging_6","product_2481","packaging_6"
7152,"product_2477_packaging_6","product_2477","packaging_6"
7153,"product_2497_packaging_6","product_2497","packaging_6"
7154,"product_2485_packaging_4","product_2485","packaging_4"
7155,"product_2489_packaging_6","product_2489","packaging_6"
7156,"product_2470_packaging_6","product_2470","packaging_6"
7157,"product_2502_packaging_4","product_2502","packaging_4"
7158,"product_2496_packaging_6","product_2496","packaging_6"
7159,"product_2500_packaging_6","product_2500","packaging_6"
7160,"product_2503_packaging_6","product_2503","packaging_6"
7161,"product_2526_packaging_6","product_2526","packaging_6"
7162,"product_2517_packaging_6","product_2517","packaging_6"
7164,"product_2537_packaging_6","product_2537","packaging_6"
7165,"product_2506_packaging_12","product_2506","packaging_12"
7166,"product_2493_packaging_4","product_2493","packaging_4"
7168,"product_27978_packaging_10","product_27978","packaging_10"
7169,"product_2515_packaging_6","product_2515","packaging_6"
7170,"product_2494_packaging_6","product_2494","packaging_6"
7171,"product_1522_packaging_12","product_1522","packaging_12"
7172,"product_2522_packaging_12","product_2522","packaging_12"
7173,"product_2518_packaging_6","product_2518","packaging_6"
7174,"product_2535_packaging_6","product_2535","packaging_6"
7175,"product_2524_packaging_6","product_2524","packaging_6"
7176,"product_2513_packaging_6","product_2513","packaging_6"
7177,"product_2520_packaging_12","product_2520","packaging_12"
7178,"product_2530_packaging_6","product_2530","packaging_6"
7179,"product_2557_packaging_12","product_2557","packaging_12"
7180,"product_2531_packaging_6","product_2531","packaging_6"
7181,"product_2553_packaging_12","product_2553","packaging_12"
7182,"product_2549_packaging_12","product_2549","packaging_12"
7183,"product_2563_packaging_6","product_2563","packaging_6"
7184,"product_2559_packaging_4","product_2559","packaging_4"
7185,"product_8285_packaging_10","product_8285","packaging_10"
7186,"product_1624_packaging_12","product_1624","packaging_12"
7187,"product_2561_packaging_4","product_2561","packaging_4"
7188,"product_2546_packaging_6","product_2546","packaging_6"
7189,"product_2540_packaging_6","product_2540","packaging_6"
7190,"product_2532_packaging_6","product_2532","packaging_6"
7193,"product_2534_packaging_6","product_2534","packaging_6"
7194,"product_2552_packaging_4","product_2552","packaging_4"
7195,"product_2542_packaging_6","product_2542","packaging_6"
7196,"product_2556_packaging_6","product_2556","packaging_6"
7197,"product_2560_packaging_6","product_2560","packaging_6"
7198,"product_2547_packaging_6","product_2547","packaging_6"
7202,"product_2596_packaging_4","product_2596","packaging_4"
7203,"product_2579_packaging_6","product_2579","packaging_6"
7204,"product_2569_packaging_6","product_2569","packaging_6"
7205,"product_1752_packaging_12","product_1752","packaging_12"
7206,"product_2575_packaging_6","product_2575","packaging_6"
7207,"product_2576_packaging_12","product_2576","packaging_12"
7208,"product_2598_packaging_6","product_2598","packaging_6"
7209,"product_2570_packaging_4","product_2570","packaging_4"
7210,"product_2578_packaging_6","product_2578","packaging_6"
7211,"product_2581_packaging_6","product_2581","packaging_6"
7212,"product_2548_packaging_6","product_2548","packaging_6"
7213,"product_2587_packaging_6","product_2587","packaging_6"
7214,"product_2550_packaging_6","product_2550","packaging_6"
7215,"product_2567_packaging_12","product_2567","packaging_12"
7216,"product_2407_packaging_6","product_2407","packaging_6"
7217,"product_2589_packaging_6","product_2589","packaging_6"
7218,"product_2572_packaging_6","product_2572","packaging_6"
7219,"product_2591_packaging_6","product_2591","packaging_6"
7220,"product_2573_packaging_4","product_2573","packaging_4"
7221,"product_2580_packaging_6","product_2580","packaging_6"
7222,"product_20693_packaging_6","product_20693","packaging_6"
7223,"product_2590_packaging_12","product_2590","packaging_12"
7224,"product_2604_packaging_12","product_2604","packaging_12"
7225,"product_2509_packaging_4","product_2509","packaging_4"
7226,"product_2605_packaging_6","product_2605","packaging_6"
7227,"product_2592_packaging_6","product_2592","packaging_6"
7229,"product_2595_packaging_4","product_2595","packaging_4"
7230,"product_31814_packaging_6","product_31814","packaging_6"
7231,"product_2594_packaging_4","product_2594","packaging_4"
7232,"product_2619_packaging_6","product_2619","packaging_6"
7233,"product_2614_packaging_6","product_2614","packaging_6"
7234,"product_32655_packaging_14","product_32655","packaging_14"
7236,"product_2611_packaging_6","product_2611","packaging_6"
7237,"product_2621_packaging_12","product_2621","packaging_12"
7238,"product_2600_packaging_6","product_2600","packaging_6"
7239,"product_2610_packaging_6","product_2610","packaging_6"
7241,"product_2608_packaging_6","product_2608","packaging_6"
7242,"product_29207_packaging_12","product_29207","packaging_12"
7243,"product_2617_packaging_12","product_2617","packaging_12"
7245,"product_2601_packaging_6","product_2601","packaging_6"
7246,"product_2612_packaging_12","product_2612","packaging_12"
7247,"product_2631_packaging_4","product_2631","packaging_4"
7248,"product_2634_packaging_6","product_2634","packaging_6"
7249,"product_2625_packaging_4","product_2625","packaging_4"
7250,"product_2640_packaging_12","product_2640","packaging_12"
7251,"product_2629_packaging_6","product_2629","packaging_6"
7252,"product_2633_packaging_6","product_2633","packaging_6"
7254,"product_2637_packaging_6","product_2637","packaging_6"
7256,"product_2632_packaging_4","product_2632","packaging_4"
7257,"product_2613_packaging_6","product_2613","packaging_6"
7260,"product_2623_packaging_6","product_2623","packaging_6"
7261,"product_2627_packaging_4","product_2627","packaging_4"
7262,"product_940_packaging_12","product_940","packaging_12"
7264,"product_2651_packaging_6","product_2651","packaging_6"
7265,"product_11768_packaging_20","product_11768","packaging_20"
7266,"product_2639_packaging_6","product_2639","packaging_6"
7267,"product_874_packaging_12","product_874","packaging_12"
7269,"product_2630_packaging_6","product_2630","packaging_6"
7271,"product_2635_packaging_6","product_2635","packaging_6"
7273,"product_19447_packaging_6","product_19447","packaging_6"
7274,"product_2679_packaging_6","product_2679","packaging_6"
7275,"product_2685_packaging_4","product_2685","packaging_4"
7276,"product_1037_packaging_8","product_1037","packaging_8"
7277,"product_2673_packaging_4","product_2673","packaging_4"
7279,"product_1004_packaging_12","product_1004","packaging_12"
7280,"product_2674_packaging_12","product_2674","packaging_12"
7281,"product_2660_packaging_6","product_2660","packaging_6"
7282,"product_2684_packaging_6","product_2684","packaging_6"
7284,"product_2686_packaging_6","product_2686","packaging_6"
7285,"product_2682_packaging_4","product_2682","packaging_4"
7287,"product_2680_packaging_6","product_2680","packaging_6"
7288,"product_1015_packaging_12","product_1015","packaging_12"
7289,"product_2681_packaging_4","product_2681","packaging_4"
7290,"product_2688_packaging_4","product_2688","packaging_4"
7291,"product_2525_packaging_4","product_2525","packaging_4"
7292,"product_1085_packaging_20","product_1085","packaging_20"
7296,"product_2677_packaging_6","product_2677","packaging_6"
7297,"product_2672_packaging_6","product_2672","packaging_6"
7298,"product_2691_packaging_6","product_2691","packaging_6"
7299,"product_2699_packaging_6","product_2699","packaging_6"
7300,"product_2705_packaging_6","product_2705","packaging_6"
7301,"product_2700_packaging_4","product_2700","packaging_4"
7302,"product_2693_packaging_6","product_2693","packaging_6"
7303,"product_2696_packaging_6","product_2696","packaging_6"
7304,"product_2711_packaging_6","product_2711","packaging_6"
7304,"product_2711_packaging_12","product_2711","packaging_12"
7305,"product_2720_packaging_6","product_2720","packaging_6"
7306,"product_2708_packaging_6","product_2708","packaging_6"
7308,"product_2698_packaging_12","product_2698","packaging_12"
7309,"product_2689_packaging_6","product_2689","packaging_6"
7310,"product_2714_packaging_6","product_2714","packaging_6"
7311,"product_2715_packaging_6","product_2715","packaging_6"
7312,"product_1512_packaging_12","product_1512","packaging_12"
7313,"product_2695_packaging_6","product_2695","packaging_6"
7314,"product_2706_packaging_6","product_2706","packaging_6"
7315,"product_2701_packaging_4","product_2701","packaging_4"
7316,"product_29208_packaging_14","product_29208","packaging_14"
7317,"product_2709_packaging_6","product_2709","packaging_6"
7318,"product_2690_packaging_6","product_2690","packaging_6"
7319,"product_2707_packaging_6","product_2707","packaging_6"
7320,"product_2730_packaging_12","product_2730","packaging_12"
7321,"product_2726_packaging_4","product_2726","packaging_4"
7323,"product_2745_packaging_6","product_2745","packaging_6"
7324,"product_12384_packaging_6","product_12384","packaging_6"
7325,"product_2748_packaging_6","product_2748","packaging_6"
7326,"product_2729_packaging_4","product_2729","packaging_4"
7327,"product_2733_packaging_4","product_2733","packaging_4"
7328,"product_2716_packaging_6","product_2716","packaging_6"
7329,"product_2723_packaging_6","product_2723","packaging_6"
7330,"product_2728_packaging_12","product_2728","packaging_12"
7332,"product_2725_packaging_6","product_2725","packaging_6"
7333,"product_2747_packaging_6","product_2747","packaging_6"
7334,"product_2722_packaging_12","product_2722","packaging_12"
7335,"product_2743_packaging_6","product_2743","packaging_6"
7336,"product_2741_packaging_6","product_2741","packaging_6"
7337,"product_2739_packaging_6","product_2739","packaging_6"
7338,"product_2737_packaging_12","product_2737","packaging_12"
7339,"product_2738_packaging_6","product_2738","packaging_6"
7340,"product_30231_packaging_6","product_30231","packaging_6"
7341,"product_2735_packaging_6","product_2735","packaging_6"
7342,"product_2721_packaging_6","product_2721","packaging_6"
7343,"product_2727_packaging_24","product_2727","packaging_24"
7344,"product_2731_packaging_12","product_2731","packaging_12"
7345,"product_2772_packaging_12","product_2772","packaging_12"
7347,"product_2752_packaging_4","product_2752","packaging_4"
7348,"product_2762_packaging_6","product_2762","packaging_6"
7349,"product_2750_packaging_6","product_2750","packaging_6"
7350,"product_2751_packaging_6","product_2751","packaging_6"
7351,"product_2758_packaging_12","product_2758","packaging_12"
7352,"product_2761_packaging_6","product_2761","packaging_6"
7353,"product_2765_packaging_6","product_2765","packaging_6"
7354,"product_31835_packaging_6","product_31835","packaging_6"
7355,"product_2768_packaging_6","product_2768","packaging_6"
7356,"product_2766_packaging_6","product_2766","packaging_6"
7357,"product_2769_packaging_6","product_2769","packaging_6"
7357,"product_2769_packaging_10","product_2769","packaging_10"
7358,"product_2782_packaging_6","product_2782","packaging_6"
7359,"product_2757_packaging_6","product_2757","packaging_6"
7360,"product_2776_packaging_6","product_2776","packaging_6"
7361,"product_3862_packaging_12","product_3862","packaging_12"
7362,"product_2773_packaging_12","product_2773","packaging_12"
7363,"product_2767_packaging_6","product_2767","packaging_6"
7364,"product_2774_packaging_6","product_2774","packaging_6"
7365,"product_2756_packaging_6","product_2756","packaging_6"
7366,"product_29209_packaging_14","product_29209","packaging_14"
7368,"product_2793_packaging_6","product_2793","packaging_6"
7369,"product_2790_packaging_6","product_2790","packaging_6"
7370,"product_2777_packaging_6","product_2777","packaging_6"
7371,"product_2882_packaging_6","product_2882","packaging_6"
7372,"product_2801_packaging_6","product_2801","packaging_6"
7373,"product_2781_packaging_6","product_2781","packaging_6"
7374,"product_2778_packaging_4","product_2778","packaging_4"
7375,"product_2802_packaging_6","product_2802","packaging_6"
7376,"product_2800_packaging_6","product_2800","packaging_6"
7377,"product_2784_packaging_6","product_2784","packaging_6"
7378,"product_2789_packaging_6","product_2789","packaging_6"
7379,"product_2785_packaging_6","product_2785","packaging_6"
7380,"product_2797_packaging_6","product_2797","packaging_6"
7381,"product_2808_packaging_6","product_2808","packaging_6"
7383,"product_2796_packaging_6","product_2796","packaging_6"
7384,"product_2807_packaging_4","product_2807","packaging_4"
7385,"product_2813_packaging_6","product_2813","packaging_6"
7386,"product_2799_packaging_6","product_2799","packaging_6"
7387,"product_3146_packaging_6","product_3146","packaging_6"
7388,"product_2780_packaging_6","product_2780","packaging_6"
7389,"product_2786_packaging_6","product_2786","packaging_6"
7390,"product_12387_packaging_6","product_12387","packaging_6"
7391,"product_2803_packaging_6","product_2803","packaging_6"
7392,"product_2779_packaging_6","product_2779","packaging_6"
7393,"product_5059_packaging_6","product_5059","packaging_6"
7394,"product_2818_packaging_4","product_2818","packaging_4"
7395,"product_12388_packaging_12","product_12388","packaging_12"
7396,"product_2804_packaging_6","product_2804","packaging_6"
7397,"product_2810_packaging_6","product_2810","packaging_6"
7399,"product_2833_packaging_6","product_2833","packaging_6"
7400,"product_2827_packaging_6","product_2827","packaging_6"
7401,"product_2826_packaging_6","product_2826","packaging_6"
7402,"product_4212_packaging_6","product_4212","packaging_6"
7404,"product_2805_packaging_6","product_2805","packaging_6"
7405,"product_2811_packaging_6","product_2811","packaging_6"
7406,"product_30284_packaging_24","product_30284","packaging_24"
7407,"product_2828_packaging_6","product_2828","packaging_6"
7408,"product_3727_packaging_12","product_3727","packaging_12"
7409,"product_2815_packaging_6","product_2815","packaging_6"
7410,"product_2822_packaging_6","product_2822","packaging_6"
7411,"product_2820_packaging_6","product_2820","packaging_6"
7412,"product_2806_packaging_6","product_2806","packaging_6"
7413,"product_2812_packaging_6","product_2812","packaging_6"
7414,"product_2816_packaging_6","product_2816","packaging_6"
7415,"product_2814_packaging_6","product_2814","packaging_6"
7416,"product_2840_packaging_6","product_2840","packaging_6"
7417,"product_2859_packaging_6","product_2859","packaging_6"
7418,"product_2838_packaging_12","product_2838","packaging_12"
7420,"product_2829_packaging_6","product_2829","packaging_6"
7421,"product_3176_packaging_12","product_3176","packaging_12"
7422,"product_9219_packaging_4","product_9219","packaging_4"
7423,"product_2862_packaging_6","product_2862","packaging_6"
7424,"product_2869_packaging_6","product_2869","packaging_6"
7425,"product_29210_packaging_14","product_29210","packaging_14"
7426,"product_9276_packaging_25","product_9276","packaging_25"
7427,"product_2831_packaging_3","product_2831","packaging_3"
7429,"product_2872_packaging_6","product_2872","packaging_6"
7430,"product_2860_packaging_6","product_2860","packaging_6"
7431,"product_3810_packaging_6","product_3810","packaging_6"
7432,"product_2880_packaging_6","product_2880","packaging_6"
7433,"product_2874_packaging_6","product_2874","packaging_6"
7434,"product_2863_packaging_6","product_2863","packaging_6"
7435,"product_31841_packaging_6","product_31841","packaging_6"
7441,"product_2875_packaging_4","product_2875","packaging_4"
7442,"product_2861_packaging_3","product_2861","packaging_3"
7443,"product_2885_packaging_6","product_2885","packaging_6"
7444,"product_2877_packaging_12","product_2877","packaging_12"
7445,"product_2857_packaging_6","product_2857","packaging_6"
7446,"product_2889_packaging_6","product_2889","packaging_6"
7447,"product_2881_packaging_6","product_2881","packaging_6"
7448,"product_2913_packaging_12","product_2913","packaging_12"
7449,"product_2866_packaging_6","product_2866","packaging_6"
7450,"product_2894_packaging_6","product_2894","packaging_6"
7451,"product_2871_packaging_6","product_2871","packaging_6"
7452,"product_12389_packaging_6","product_12389","packaging_6"
7453,"product_2897_packaging_6","product_2897","packaging_6"
7454,"product_2870_packaging_12","product_2870","packaging_12"
7455,"product_2890_packaging_6","product_2890","packaging_6"
7456,"product_2865_packaging_6","product_2865","packaging_6"
7457,"product_2876_packaging_6","product_2876","packaging_6"
7458,"product_2906_packaging_6","product_2906","packaging_6"
7459,"product_2888_packaging_12","product_2888","packaging_12"
7461,"product_2892_packaging_6","product_2892","packaging_6"
7462,"product_2910_packaging_6","product_2910","packaging_6"
7463,"product_3039_packaging_12","product_3039","packaging_12"
7464,"product_27994_packaging_6","product_27994","packaging_6"
7464,"product_27994_packaging_12","product_27994","packaging_12"
7466,"product_12390_packaging_6","product_12390","packaging_6"
7467,"product_2919_packaging_6","product_2919","packaging_6"
7468,"product_2904_packaging_6","product_2904","packaging_6"
7469,"product_2916_packaging_6","product_2916","packaging_6"
7471,"product_2918_packaging_6","product_2918","packaging_6"
7472,"product_2917_packaging_6","product_2917","packaging_6"
7473,"product_2931_packaging_6","product_2931","packaging_6"
7474,"product_2928_packaging_4","product_2928","packaging_4"
7475,"product_2903_packaging_6","product_2903","packaging_6"
7476,"product_2923_packaging_6","product_2923","packaging_6"
7478,"product_3040_packaging_12","product_3040","packaging_12"
7479,"product_2936_packaging_6","product_2936","packaging_6"
7481,"product_2925_packaging_4","product_2925","packaging_4"
7482,"product_29211_packaging_7","product_29211","packaging_7"
7483,"product_12391_packaging_6","product_12391","packaging_6"
7484,"product_2905_packaging_6","product_2905","packaging_6"
7485,"product_27995_packaging_6","product_27995","packaging_6"
7485,"product_27995_packaging_12","product_27995","packaging_12"
7486,"product_29212_packaging_3","product_29212","packaging_3"
7487,"product_2939_packaging_6","product_2939","packaging_6"
7488,"product_2914_packaging_6","product_2914","packaging_6"
7489,"product_2920_packaging_6","product_2920","packaging_6"
7490,"product_2908_packaging_6","product_2908","packaging_6"
7491,"product_2891_packaging_4","product_2891","packaging_4"
7492,"product_2950_packaging_12","product_2950","packaging_12"
7493,"product_2938_packaging_6","product_2938","packaging_6"
7494,"product_31847_packaging_12","product_31847","packaging_12"
7495,"product_2961_packaging_6","product_2961","packaging_6"
7497,"product_2955_packaging_2","product_2955","packaging_2"
7498,"product_2934_packaging_4","product_2934","packaging_4"
7500,"product_12392_packaging_24","product_12392","packaging_24"
7501,"product_2954_packaging_6","product_2954","packaging_6"
7502,"product_2952_packaging_6","product_2952","packaging_6"
7503,"product_2935_packaging_6","product_2935","packaging_6"
7504,"product_2944_packaging_12","product_2944","packaging_12"
7505,"product_2927_packaging_6","product_2927","packaging_6"
7506,"product_2962_packaging_6","product_2962","packaging_6"
7507,"product_2959_packaging_6","product_2959","packaging_6"
7508,"product_2941_packaging_6","product_2941","packaging_6"
7510,"product_2930_packaging_6","product_2930","packaging_6"
7511,"product_2951_packaging_12","product_2951","packaging_12"
7512,"product_2929_packaging_6","product_2929","packaging_6"
7513,"product_2958_packaging_6","product_2958","packaging_6"
7515,"product_2940_packaging_6","product_2940","packaging_6"
7516,"product_2949_packaging_6","product_2949","packaging_6"
7517,"product_2964_packaging_6","product_2964","packaging_6"
7518,"product_2943_packaging_6","product_2943","packaging_6"
7519,"product_2117_packaging_6","product_2117","packaging_6"
7520,"product_2984_packaging_6","product_2984","packaging_6"
7521,"product_2967_packaging_6","product_2967","packaging_6"
7522,"product_2969_packaging_6","product_2969","packaging_6"
7523,"product_2965_packaging_6","product_2965","packaging_6"
7524,"product_2994_packaging_12","product_2994","packaging_12"
7525,"product_2992_packaging_6","product_2992","packaging_6"
7526,"product_2993_packaging_6","product_2993","packaging_6"
7527,"product_2975_packaging_2","product_2975","packaging_2"
7528,"product_2997_packaging_12","product_2997","packaging_12"
7529,"product_2970_packaging_4","product_2970","packaging_4"
7530,"product_2976_packaging_6","product_2976","packaging_6"
7531,"product_2971_packaging_6","product_2971","packaging_6"
7532,"product_2990_packaging_6","product_2990","packaging_6"
7533,"product_2988_packaging_6","product_2988","packaging_6"
7534,"product_2973_packaging_12","product_2973","packaging_12"
7535,"product_2972_packaging_6","product_2972","packaging_6"
7536,"product_2974_packaging_6","product_2974","packaging_6"
7537,"product_2968_packaging_6","product_2968","packaging_6"
7539,"product_2985_packaging_4","product_2985","packaging_4"
7540,"product_2977_packaging_6","product_2977","packaging_6"
7541,"product_3000_packaging_12","product_3000","packaging_12"
7542,"product_2982_packaging_6","product_2982","packaging_6"
7543,"product_2981_packaging_6","product_2981","packaging_6"
7544,"product_2983_packaging_6","product_2983","packaging_6"
7545,"product_2998_packaging_24","product_2998","packaging_24"
7546,"product_9066_packaging_20","product_9066","packaging_20"
7547,"product_2999_packaging_6","product_2999","packaging_6"
7548,"product_3019_packaging_6","product_3019","packaging_6"
7550,"product_3024_packaging_6","product_3024","packaging_6"
7551,"product_3028_packaging_6","product_3028","packaging_6"
7552,"product_3027_packaging_6","product_3027","packaging_6"
7553,"product_3026_packaging_6","product_3026","packaging_6"
7554,"product_3010_packaging_6","product_3010","packaging_6"
7555,"product_3032_packaging_12","product_3032","packaging_12"
7556,"product_3013_packaging_6","product_3013","packaging_6"
7557,"product_3011_packaging_6","product_3011","packaging_6"
7558,"product_3012_packaging_6","product_3012","packaging_6"
7559,"product_3015_packaging_6","product_3015","packaging_6"
7560,"product_3014_packaging_6","product_3014","packaging_6"
7561,"product_3003_packaging_6","product_3003","packaging_6"
7562,"product_3021_packaging_6","product_3021","packaging_6"
7564,"product_3029_packaging_6","product_3029","packaging_6"
7565,"product_3016_packaging_6","product_3016","packaging_6"
7566,"product_3017_packaging_6","product_3017","packaging_6"
7566,"product_3017_packaging_12","product_3017","packaging_12"
7567,"product_3020_packaging_6","product_3020","packaging_6"
7568,"product_3025_packaging_6","product_3025","packaging_6"
7569,"product_3004_packaging_6","product_3004","packaging_6"
7570,"product_2979_packaging_6","product_2979","packaging_6"
7571,"product_3018_packaging_12","product_3018","packaging_12"
7573,"product_3005_packaging_6","product_3005","packaging_6"
7574,"product_3022_packaging_6","product_3022","packaging_6"
7575,"product_3035_packaging_6","product_3035","packaging_6"
7576,"product_3009_packaging_6","product_3009","packaging_6"
7576,"product_3009_packaging_12","product_3009","packaging_12"
7577,"product_3008_packaging_6","product_3008","packaging_6"
7578,"product_3068_packaging_6","product_3068","packaging_6"
7579,"product_3066_packaging_12","product_3066","packaging_12"
7580,"product_3056_packaging_12","product_3056","packaging_12"
7581,"product_3150_packaging_12","product_3150","packaging_12"
7582,"product_3043_packaging_12","product_3043","packaging_12"
7583,"product_3057_packaging_6","product_3057","packaging_6"
7584,"product_3045_packaging_6","product_3045","packaging_6"
7585,"product_3058_packaging_6","product_3058","packaging_6"
7586,"product_3071_packaging_6","product_3071","packaging_6"
7587,"product_15638_packaging_12","product_15638","packaging_12"
7588,"product_3075_packaging_24","product_3075","packaging_24"
7590,"product_3072_packaging_12","product_3072","packaging_12"
7592,"product_3044_packaging_6","product_3044","packaging_6"
7592,"product_3044_packaging_12","product_3044","packaging_12"
7593,"product_21425_packaging_6","product_21425","packaging_6"
7595,"product_3054_packaging_12","product_3054","packaging_12"
7596,"product_3052_packaging_12","product_3052","packaging_12"
7597,"product_3046_packaging_6","product_3046","packaging_6"
7598,"product_3042_packaging_12","product_3042","packaging_12"
7599,"product_3061_packaging_12","product_3061","packaging_12"
7600,"product_3053_packaging_6","product_3053","packaging_6"
7601,"product_2980_packaging_6","product_2980","packaging_6"
7602,"product_3065_packaging_12","product_3065","packaging_12"
7603,"product_12394_packaging_6","product_12394","packaging_6"
7604,"product_3059_packaging_6","product_3059","packaging_6"
7605,"product_3063_packaging_24","product_3063","packaging_24"
7606,"product_12942_packaging_12","product_12942","packaging_12"
7607,"product_3089_packaging_6","product_3089","packaging_6"
7608,"product_3103_packaging_6","product_3103","packaging_6"
7609,"product_3102_packaging_12","product_3102","packaging_12"
7610,"product_3093_packaging_3","product_3093","packaging_3"
7611,"product_12395_packaging_6","product_12395","packaging_6"
7612,"product_3110_packaging_6","product_3110","packaging_6"
7613,"product_3105_packaging_6","product_3105","packaging_6"
7614,"product_3087_packaging_12","product_3087","packaging_12"
7615,"product_3104_packaging_6","product_3104","packaging_6"
7616,"product_3078_packaging_24","product_3078","packaging_24"
7617,"product_3098_packaging_6","product_3098","packaging_6"
7618,"product_3106_packaging_6","product_3106","packaging_6"
7619,"product_3099_packaging_6","product_3099","packaging_6"
7620,"product_3109_packaging_6","product_3109","packaging_6"
7621,"product_3122_packaging_6","product_3122","packaging_6"
7622,"product_3111_packaging_6","product_3111","packaging_6"
7623,"product_3091_packaging_6","product_3091","packaging_6"
7624,"product_3081_packaging_12","product_3081","packaging_12"
7625,"product_2893_packaging_6","product_2893","packaging_6"
7626,"product_3082_packaging_4","product_3082","packaging_4"
7627,"product_3112_packaging_6","product_3112","packaging_6"
7628,"product_3101_packaging_12","product_3101","packaging_12"
7629,"product_3100_packaging_12","product_3100","packaging_12"
7630,"product_3085_packaging_6","product_3085","packaging_6"
7631,"product_3113_packaging_6","product_3113","packaging_6"
7632,"product_3080_packaging_12","product_3080","packaging_12"
7633,"product_3108_packaging_6","product_3108","packaging_6"
7634,"product_19451_packaging_6","product_19451","packaging_6"
7635,"product_3118_packaging_12","product_3118","packaging_12"
7636,"product_19453_packaging_6","product_19453","packaging_6"
7637,"product_19455_packaging_6","product_19455","packaging_6"
7638,"product_19456_packaging_6","product_19456","packaging_6"
7639,"product_1438_packaging_12","product_1438","packaging_12"
7640,"product_19454_packaging_6","product_19454","packaging_6"
